lower,upper,duration,action,depth,size,hit,miss
2350000, 2349966, 1.4248, 2, 0, 18799720, 34, 49966
2350000, 2350000, 1.34644, 1, 0, 18799992, 41, 49959
2400000, 2399976, 1.43233, 2, 0, 19199800, 24, 49976
2400000, 2400000, 1.57375, 1, 0, 19199992, 34, 49966
2450000, 2449970, 1.5291, 2, 0, 19599752, 30, 49970
2450000, 2450000, 1.39299, 1, 0, 19599992, 21, 49979
2500000, 2499962, 1.46416, 2, 0, 19999688, 38, 49962
2500000, 2500000, 1.41044, 1, 0, 19999992, 29, 49971
2550000, 2549971, 1.47918, 2, 0, 20399760, 29, 49971
2550000, 2550000, 1.43228, 1, 0, 20399992, 22, 49978
2600000, 2599963, 1.52325, 2, 0, 20799696, 37, 49963
2600000, 2600000, 1.46881, 1, 0, 20799992, 37, 49963
2650000, 2649967, 1.53353, 2, 0, 21199728, 33, 49967
2650000, 2650000, 1.48205, 1, 0, 21199992, 25, 49975
2700000, 2699979, 1.58959, 2, 0, 21599824, 21, 49979
2700000, 2700000, 1.51441, 1, 0, 21599992, 23, 49977
2750000, 2749972, 1.62613, 2, 0, 21999768, 28, 49972
2750000, 2750000, 1.58416, 1, 0, 21999992, 36, 49964
2800000, 2799970, 1.7269, 2, 0, 22399752, 30, 49970
2800000, 2800000, 1.67299, 1, 0, 22399992, 27, 49973
2850000, 2849963, 1.76951, 2, 0, 22799696, 37, 49963
2850000, 2850000, 1.60013, 1, 0, 22799992, 27, 49973
2900000, 2899960, 1.68276, 2, 0, 23199672, 40, 49960
2900000, 2900000, 1.61376, 1, 0, 23199992, 41, 49959
2950000, 2949968, 1.70391, 2, 0, 23599736, 32, 49968
2950000, 2950000, 1.67338, 1, 0, 23599992, 29, 49971
3000000, 2999953, 1.86376, 2, 0, 23999616, 47, 49953
3000000, 3000000, 1.68986, 1, 0, 23999992, 26, 49974
3050000, 3049958, 1.76861, 2, 0, 24399656, 42, 49958
3050000, 3050000, 1.77189, 1, 0, 24399992, 31, 49969
3100000, 3099969, 1.86029, 2, 0, 24799744, 31, 49969
3100000, 3100000, 1.84313, 1, 0, 24799992, 42, 49958
3150000, 3149961, 1.91458, 2, 0, 25199680, 39, 49961
3150000, 3150000, 1.88416, 1, 0, 25199992, 37, 49963
3200000, 3199959, 1.96811, 2, 0, 25599664, 41, 49959
3200000, 3200000, 1.91157, 1, 0, 25599992, 40, 49960
3250000, 3249955, 1.93521, 2, 0, 25999632, 45, 49955
3250000, 3250000, 1.84749, 1, 0, 25999992, 40, 49960
3300000, 3299966, 1.94763, 2, 0, 26399720, 34, 49966
3300000, 3300000, 1.95813, 1, 0, 26399992, 43, 49957
3350000, 3349976, 1.91958, 2, 0, 26799800, 24, 49976
3350000, 3350000, 1.86746, 1, 0, 26799992, 49, 49951
3400000, 3399947, 1.96891, 2, 0, 27199568, 53, 49947
3400000, 3400000, 1.92957, 1, 0, 27199992, 49, 49951
3450000, 3449975, 2.11336, 2, 0, 27599792, 25, 49975
3450000, 3450000, 2.04381, 1, 0, 27599992, 54, 49946
3500000, 3499955, 2.0322, 2, 0, 27999632, 45, 49955
3500000, 3500000, 1.95467, 1, 0, 27999992, 31, 49969
3550000, 3549939, 2.10184, 2, 0, 28399504, 61, 49939
3550000, 3550000, 2.1028, 1, 0, 28399992, 38, 49962
3600000, 3599972, 2.09337, 2, 0, 28799768, 28, 49972
3600000, 3600000, 2.00851, 1, 0, 28799992, 45, 49955
3650000, 3649961, 2.12981, 2, 0, 29199680, 39, 49961
3650000, 3650000, 2.02062, 1, 0, 29199992, 49, 49951
3700000, 3699949, 2.12274, 2, 0, 29599584, 51, 49949
3700000, 3700000, 2.07927, 1, 0, 29599992, 39, 49961
3750000, 3749962, 2.20717, 2, 0, 29999688, 38, 49962
3750000, 3750000, 2.12086, 1, 0, 29999992, 42, 49958
3800000, 3799962, 2.17046, 2, 0, 30399688, 38, 49962
3800000, 3800000, 2.12227, 1, 0, 30399992, 54, 49946
