lower,upper,duration,action,depth,size,hit,miss
410000,410000,0.0747318,1,0,6559984,1,4999
415000,414999,0.0726431,2,0,6639968,1,4999
415000,415000,0.0731464,1,0,6639984,2,4998
420000,420000,0.0738669,2,0,6719984,0,5000
420000,420000,0.0727042,1,0,6719984,0,5000
425000,424997,0.0758776,2,0,6799936,3,4997
425000,425000,0.0764485,1,0,6799984,1,4999
430000,429998,0.0805789,2,0,6879952,2,4998
430000,430000,0.0795378,1,0,6879984,0,5000
435000,434999,0.0790285,2,0,6959968,1,4999
435000,435000,0.0796614,1,0,6959984,0,5000
440000,440000,0.0776135,2,0,7039984,0,5000
440000,440000,0.0820079,1,0,7039984,0,5000
445000,444999,0.0858998,2,0,7119968,1,4999
445000,445000,0.0823759,1,0,7119984,0,5000
450000,449999,0.0836166,2,0,7199968,1,4999
450000,450000,0.085304,1,0,7199984,0,5000
455000,455000,0.0870912,2,0,7279984,0,5000
455000,455000,0.080277,1,0,7279984,1,4999
460000,459999,0.0805898,2,0,7359968,1,4999
460000,460000,0.081657,1,0,7359984,0,5000
465000,464999,0.0818371,2,0,7439968,1,4999
465000,465000,0.0870698,1,0,7439984,0,5000
470000,470000,0.082852,2,0,7519984,0,5000
470000,470000,0.0828853,1,0,7519984,0,5000
475000,475000,0.0899274,2,0,7599984,0,5000
475000,475000,0.0843871,1,0,7599984,2,4998
480000,480000,0.0849118,2,0,7679984,0,5000
480000,480000,0.0872863,1,0,7679984,1,4999
485000,484999,0.0849857,2,0,7759968,1,4999
485000,485000,0.0828595,1,0,7759984,1,4999
490000,489999,0.0850507,2,0,7839968,1,4999
490000,490000,0.0827699,1,0,7839984,1,4999
495000,494999,0.0949714,2,0,7919968,1,4999
495000,495000,0.0887089,1,0,7919984,1,4999
500000,499999,0.0862288,2,0,7999968,1,4999
500000,500000,0.0931914,1,0,7999984,0,5000
