lower,upper,duration,action,depth,size,hit,miss
3500000,3499955,0.724255,2,27,111998560,45,49955
3500000,3500000,0.724344,1,27,112000000,31,49969
3550000,3549939,0.735661,2,27,113598048,61,49939
3550000,3550000,0.72872,1,27,113600000,38,49962
3600000,3599972,0.739605,2,27,115199104,28,49972
3600000,3600000,0.742308,1,27,115200000,45,49955
3650000,3649961,0.756812,2,27,116798752,39,49961
3650000,3650000,0.758916,1,27,116800000,49,49951
3700000,3699949,0.803221,2,27,118398368,51,49949
3700000,3700000,0.830218,1,27,118400000,39,49961
3750000,3749962,0.810931,2,27,119998784,38,49962
3750000,3750000,0.774431,1,27,120000000,42,49958
3800000,3799962,0.788456,2,27,121598784,38,49962
3800000,3800000,0.809671,1,27,121600000,54,49946
3850000,3849959,0.830278,2,27,123198688,41,49959
3850000,3850000,0.809366,1,27,123200000,45,49955
3900000,3899949,0.892938,2,27,124798368,51,49949
3900000,3900000,0.837476,1,27,124800000,47,49953
3950000,3949949,0.826563,2,27,126398368,51,49949
3950000,3950000,0.879999,1,27,126400000,44,49956
4000000,3999972,0.839086,2,27,127999104,28,49972
4000000,4000000,0.913282,1,27,128000000,37,49963
4050000,4049963,0.880699,2,27,129598816,37,49963
4050000,4050000,0.860379,1,27,129600000,51,49949
4100000,4099958,0.869688,2,27,131198656,42,49958
4100000,4100000,0.863593,1,27,131200000,58,49942
4150000,4149958,0.882024,2,27,132798656,42,49958
4150000,4150000,0.903088,1,27,132800000,41,49959
4200000,4199958,0.886917,2,27,134398656,42,49958
4200000,4200000,0.93133,1,27,134400000,59,49941
4250000,4249938,0.942882,2,27,135998016,62,49938
4250000,4250000,0.911748,1,27,136000000,55,49945
4300000,4299966,0.953621,2,27,137598912,34,49966
4300000,4300000,0.938673,1,27,137600000,48,49952
4350000,4349950,0.988497,2,27,139198400,50,49950
4350000,4350000,0.99812,1,27,139200000,59,49941
4400000,4399959,1.02386,2,27,140798688,41,49959
4400000,4400000,1.04512,1,27,140800000,52,49948
4450000,4449944,1.07239,2,27,142398208,56,49944
4450000,4450000,1.06121,1,27,142400000,47,49953
4500000,4499955,1.07419,2,27,143998560,45,49955
4500000,4500000,1.06369,1,27,144000000,48,49952
4550000,4549945,1.01547,2,27,145598240,55,49945
4550000,4550000,0.997538,1,27,145600000,48,49952
4600000,4599944,1.0175,2,27,147198208,56,49944
4600000,4600000,1.08851,1,27,147200000,51,49949
4650000,4649954,0.994455,2,27,148798528,46,49954
4650000,4650000,0.988848,1,27,148800000,59,49941
4700000,4699926,1.00771,2,27,150397632,74,49926
4700000,4700000,1.01024,1,27,150400000,42,49958
4750000,4749952,1.02819,2,27,151998464,48,49952
4750000,4750000,1.10925,1,27,152000000,48,49952
4800000,4799944,1.06222,2,27,153598208,56,49944
4800000,4800000,1.02542,1,27,153600000,60,49940
4850000,4849942,1.0317,2,27,155198144,58,49942
4850000,4850000,1.029,1,27,155200000,49,49951
4900000,4899948,1.04407,2,27,156798336,52,49948
4900000,4900000,1.03938,1,27,156800000,60,49940
4950000,4949945,1.05829,2,27,158398240,55,49945
4950000,4950000,1.05083,1,27,158400000,44,49956
5000000,4999939,1.05953,2,28,159998048,61,49939
5000000,5000000,1.06105,1,28,160000000,51,49949
